SeqNr,Long,Lat,East,North,RealT,LiveT,Dist(m),ROI_A,ROI_A(sd),ROI_B,ROI_B(sd),ROI_C,ROI_C(sd),ROI_PL,ROI_PL(sd),ROI_PR,ROI_PR(sd),ROI_P,ROI_P(sd),ROI_BR,ROI_BR(sd),ROI_K,ROI_K(sd),ROI_U,ROI_U(sd),ROI_T,ROI_T(sd)
2165,14.0265113,56.0643184,1389209.8,6216520.6,1,1.02,10820,918.96,30.03,485.62,21.83,203.33,14.13,57.3,7.5,45.96,6.72,120.32,10.87,131.06,11.34,133.64,11.45,16.41,4.01,14.71,3.8
2166,14.0264827,56.0642764,1389207.9,6216516,1,1.01,10825,910.05,30.07,510.75,22.53,219.3,14.76,74.65,8.61,50.72,7.1,137.47,11.69,108.96,10.41,150.73,12.24,15.48,3.92,13.58,3.67
2167,14.0264534,56.0642347,1389206,6216511.4,1,1,10830,913.98,30.27,523.65,22.91,233.74,15.31,86.05,9.29,53.95,7.35,146.85,12.13,93.9,9.7,149.99,12.26,17.56,4.2,12.82,3.59
2168,14.0264238,56.0641929,1389204,6216506.8,1,1,10835,925.95,30.45,518.08,22.78,235.47,15.36,82.37,9.08,53.98,7.35,140.63,11.87,96.6,9.84,129.65,11.4,22.28,4.72,13.38,3.66
2169,14.0263954,56.0641509,1389202.1,6216502.1,1,1,10840,944.44,30.72,518.04,22.75,215.95,14.69,74.46,8.63,54.53,7.38,133.32,11.54,99.06,9.95,115.95,10.76,24.31,4.93,14.6,3.82
2170,14.0263686,56.0641085,1389200.3,6216497.5,1,1,10845,972.84,31.18,529.15,23,187.54,13.69,68.94,8.3,55.79,7.47,130.98,11.44,95.71,9.78,118.92,10.9,21.94,4.68,15.14,3.89
2171,14.0263418,56.0640662,1389198.5,6216492.8,1,1,10850,1019.46,31.93,535.5,23.14,184.84,13.6,66.69,8.17,53.85,7.34,129.29,11.37,96.06,9.8,129.37,11.38,17.66,4.2,12.94,3.6
2172,14.0263144,56.064024,1389196.7,6216488.1,1,1,10855,1071.58,32.74,533.41,23.1,215.8,14.69,67.62,8.22,48.29,6.95,126.75,11.26,103.21,10.16,138.86,11.79,13.99,3.74,8.59,2.93
2173,14.0262881,56.0639816,1389195,6216483.5,1,1,10860,1080.87,32.88,541.47,23.27,241.71,15.55,70.45,8.39,44.89,6.7,127.46,11.29,108.19,10.4,141.83,11.91,13.12,3.62,7.18,2.68
2174,14.026264,56.0639388,1389193.3,6216478.7,1,1,10865,1031.65,32.12,568.12,23.84,236.72,15.39,74.06,8.61,47.17,6.87,133.49,11.55,105.81,10.29,136.88,11.7,15.95,3.99,11.17,3.34
2175,14.0262411,56.0638958,1389191.8,6216474,1,1,10870,1004.09,31.69,589.05,24.27,220.93,14.86,78.02,8.83,51.02,7.14,140.03,11.83,104.01,10.2,133,11.53,20.02,4.47,15.01,3.87
2176,14.0262183,56.0638527,1389190.2,6216469.2,1,1,10875,1064.8,32.63,585.1,24.19,216.88,14.73,82.44,9.08,52.35,7.23,143.31,11.97,110.23,10.5,137.29,11.72,23.06,4.8,14,3.74
2177,14.0261952,56.0638097,1389188.7,6216464.5,1,1,10880,1165.13,34.13,578.46,24.05,226.99,15.07,88.99,9.43,52.04,7.21,148.03,12.17,121.58,11.03,142.76,11.95,25.66,5.07,12.02,3.47
2178,14.0261716,56.0637668,1389187.1,6216459.7,1,1,10885,1234.65,35.15,593.46,24.37,246.92,15.72,98.54,9.93,52.12,7.22,158.92,12.61,132.49,11.51,141.37,11.89,28.53,5.34,13.78,3.71
2179,14.0261483,56.0637239,1389185.5,6216455,1,1,10890,1240.11,35.22,608.72,24.68,262.09,16.19,104.93,10.25,54.02,7.35,168.91,13,136.8,11.7,138.63,11.78,28.87,5.37,16.69,4.09
2180,14.026126,56.0636807,1389184,6216450.2,1,1,10895,1167.91,34.15,591.39,24.3,256.63,16.01,100.84,10.03,58.54,7.65,168.17,12.96,129.18,11.36,143.44,11.97,23.4,4.83,16.15,4.02
2181,14.0261045,56.0636375,1389182.5,6216445.4,1,1,10900,1064.59,32.59,553.27,23.5,236.79,15.37,90.94,9.53,62.72,7.91,159.61,12.62,114.14,10.67,151.44,12.29,16.05,4,13.2,3.63
2182,14.0260828,56.0635942,1389181.1,6216440.7,1,1,10905,1007.66,31.8,529.75,23.06,220.56,14.88,86.23,9.3,61.64,7.86,152.94,12.39,101.4,10.09,151.39,12.33,14.41,3.8,11.83,3.45
2183,14.0260609,56.063551,1389179.6,6216435.9,1,0.99,10910,1019.05,32.15,534,23.27,217.31,14.85,89.62,9.53,55.53,7.51,152.16,12.42,96.03,9.87,142.72,12.03,19.6,4.46,12.85,3.61
2184,14.02604,56.0635077,1389178.2,6216431.1,1,0.98,10915,1053.23,32.78,552.11,23.74,225.91,15.18,94.2,9.8,50.78,7.2,154.35,12.55,97.37,9.97,137.81,11.86,24.83,5.03,13.17,3.67
2185,14.026021,56.063464,1389176.8,6216426.3,1,0.99,10920,1074.63,33.03,570.63,24.07,242.29,15.68,94.6,9.8,51.83,7.25,156.69,12.61,103.92,10.27,143.75,12.08,25.06,5.04,11.25,3.38
2186,14.0260031,56.0634202,1389175.6,6216421.4,1,1,10925,1088.51,33.03,582.18,24.16,255.84,16.01,91.68,9.59,56.2,7.51,157.96,12.58,112.58,10.62,149.92,12.26,21.72,4.67,10.65,3.27
2187,14.0259856,56.0633764,1389174.4,6216416.6,1,1.01,10930,1105.74,33.07,582.07,23.99,256.49,15.93,87.42,9.3,60.4,7.73,157.39,12.48,120.36,10.91,145.38,11.99,17.44,4.15,14.8,3.83
2188,14.0259673,56.0633327,1389173.1,6216411.7,1,1.02,10935,1125.21,33.22,575.81,23.77,246.02,15.53,84,9.08,62.21,7.81,155.25,12.34,126.76,11.15,138.58,11.66,14.73,3.8,19.85,4.41
2189,14.0259472,56.0632893,1389171.7,6216406.9,1,1.02,10940,1140.85,33.49,572.75,23.73,231.06,15.07,83.58,9.06,60.05,7.68,152.27,12.23,132.16,11.4,144.99,11.94,15.89,3.95,19.34,4.36
2190,14.0259253,56.0632461,1389170.3,6216402.2,1,1.01,10945,1145.62,33.73,574.86,23.89,219.08,14.75,86.45,9.27,54.63,7.37,149.67,12.19,134.07,11.54,162.75,12.71,19.24,4.37,14.24,3.76
2191,14.0259031,56.0632029,1389168.7,6216397.4,1,1,10950,1131.7,33.66,577.37,24.04,218.2,14.78,91.2,9.56,48.72,6.98,149.15,12.22,127.43,11.3,174.19,13.21,19.52,4.42,12.19,3.49
2192,14.0258813,56.0631597,1389167.3,6216392.6,1,1,10955,1102.17,33.24,578.1,24.07,231.4,15.23,96.11,9.81,44.52,6.68,150.9,12.3,112.36,10.61,169.85,13.05,15.4,3.93,16.15,4.02
2193,14.0258601,56.0631164,1389165.8,6216387.8,1,1,10960,1082.35,32.9,580.56,24.1,251.23,15.85,98.93,9.95,42.98,6.56,152.04,12.33,99.61,9.98,158.05,12.57,13.76,3.71,19.07,4.37
2194,14.0258395,56.063073,1389164.4,6216383,1,1,10965,1094.15,33.07,587.93,24.24,268.1,16.37,98.2,9.91,44.75,6.69,150.82,12.28,98.67,9.93,148.26,12.17,20.02,4.47,14.91,3.86
2195,14.0258196,56.0630295,1389163.1,6216378.2,1,1,10970,1127.8,33.58,598.08,24.45,268.15,16.37,96.93,9.85,49.72,7.05,153.37,12.38,105.51,10.27,144.75,12.03,26.66,5.16,9.41,3.07
2196,14.0258006,56.0629859,1389161.7,6216373.4,1,1,10975,1163.98,34.12,607.13,24.64,241.25,15.53,99.01,9.95,57.12,7.56,166.46,12.9,112.69,10.62,148.85,12.2,23.93,4.89,10.6,3.26
2197,14.0257814,56.0629423,1389160.4,6216368.6,1,1,10980,1189.18,34.48,611.29,24.72,213.92,14.63,104.14,10.2,63.19,7.95,183.15,13.53,119.59,10.94,153.28,12.38,15.94,3.99,15.77,3.97
2198,14.0257606,56.062899,1389159,6216363.8,1,1,10985,1193.6,34.56,607.18,24.65,223.79,14.96,110.12,10.5,63.5,7.97,191.54,13.84,128.04,11.32,148.29,12.18,12.12,3.48,18.13,4.26
2199,14.0257385,56.0628558,1389157.5,6216359,1,1,10990,1180.63,34.37,595.85,24.42,257.14,16.04,113.67,10.67,60.56,7.78,190.31,13.8,134.66,11.61,137.84,11.74,14.16,3.76,17.77,4.22
2200,14.0257169,56.0628125,1389156,6216354.2,1,1,10995,1161.35,34.06,581.07,24.09,270.25,16.43,111,10.53,60.85,7.8,184.42,13.57,133.04,11.53,133.94,11.57,19.07,4.37,18.78,4.33
2201,14.0256966,56.062769,1389154.6,6216349.4,1,1,11000,1141.28,33.74,569.75,23.84,252.14,15.86,101.68,10.07,64.35,8.01,175.38,13.23,122.99,11.08,140.51,11.84,23.43,4.83,21.27,4.61
2202,14.0256781,56.0627254,1389153.4,6216344.6,1,1,11005,1118.49,33.48,572.88,23.96,235.58,15.37,89.76,9.48,62.49,7.91,160.07,12.67,112.62,10.62,150.7,12.29,23.33,4.84,19.99,4.48
2203,14.0256609,56.0626815,1389152.2,6216339.7,1,0.99,11010,1107.15,33.51,593.54,24.53,237.3,15.51,80.94,9.06,55.48,7.5,144.51,12.11,107.56,10.44,157.11,12.62,18.92,4.38,14.32,3.81
2204,14.0256429,56.0626378,1389150.9,6216334.9,1,0.98,11015,1149.95,34.29,619.67,25.17,239.37,15.64,83.13,9.22,60.29,7.85,151.33,12.44,107.82,10.5,153.1,12.51,17.74,4.26,12.56,3.58
2205,14.0256233,56.0625943,1389149.6,6216330.1,1,0.98,11020,1208.83,35.14,629.7,25.36,233.61,15.45,94.08,9.8,74.3,8.71,174.95,13.37,112.19,10.71,144.64,12.16,20.91,4.62,16.85,4.15
2206,14.0256032,56.0625507,1389148.2,6216325.3,1,0.98,11025,1145.71,34.16,593.46,24.58,229.46,15.29,97.77,9.98,68.26,8.34,171.79,13.23,117.94,10.96,151.68,12.43,20.24,4.54,19.7,4.48
2207,14.025581,56.0625076,1389146.7,6216320.5,1,0.98,11030,1019.76,32.28,509.76,22.82,224.42,15.14,85.11,9.32,48.91,7.07,141.61,12.03,114.95,10.84,152,12.46,15.74,4.01,16.54,4.11
2208,14.0255559,56.062465,1389145,6216315.8,1,0.98,11035,950.52,31.22,417.7,20.69,207.4,14.58,60.32,7.86,38.98,6.32,109.89,10.61,100.22,10.14,123.68,11.26,11.94,3.5,9.79,3.17
2209,14.0255334,56.0624218,1389143.5,6216311,1,1.01,11040,874.63,29.45,403.67,20.01,177.4,13.26,47.34,6.85,36.47,6.01,89.82,9.44,99.95,9.96,117.06,10.77,9.83,3.12,11.11,3.32
2210,14.0255117,56.0623786,1389142,6216306.2,1,1.02,11045,914.98,29.99,481.22,21.75,203.45,14.14,55.08,7.36,44.32,6.6,106.98,10.26,113.9,10.58,128.9,11.26,10.96,3.28,9.26,3.02
2211,14.0254911,56.0623352,1389140.6,6216301.5,1,0.98,11050,1013.87,32.12,549.38,23.64,232.6,15.38,78.99,8.96,49.17,7.07,136.8,11.8,117.99,10.96,132.9,11.63,15.02,3.91,4.89,2.23
2212,14.0254736,56.0622914,1389139.4,6216296.6,1,0.96,11055,1057.49,33.2,561.37,24.19,223.49,15.26,93.47,9.87,47.09,7.01,144.77,12.28,109.87,10.7,130.29,11.65,19.05,4.46,6.57,2.62
2213,14.025457,56.0622475,1389138.2,6216291.7,1,0.97,11060,1096.08,33.55,570.25,24.2,249.16,15.99,76.54,8.87,54.27,7.47,140.96,12.03,108.82,10.57,135.08,11.78,20.84,4.63,9.64,3.15
2214,14.025438,56.0622039,1389136.9,6216286.9,1,0.98,11065,1073.98,33.1,549.1,23.67,260.93,16.32,75.22,8.76,58.03,7.7,144.96,12.16,104.99,10.35,136.17,11.79,22.48,4.79,9.78,3.16
2215,14.0254159,56.0621607,1389135.4,6216282.1,1,0.98,11070,1031.01,32.42,534.75,23.35,244.91,15.8,92.54,9.71,53.75,7.4,154.37,12.55,102.24,10.21,130.22,11.52,23.45,4.89,9.26,3.07
2216,14.0253923,56.0621178,1389133.8,6216277.4,1,1.01,11075,1055.4,32.37,585.01,24.1,228.75,15.07,95.73,9.75,47.67,6.88,153.36,12.34,112.22,10.55,124.58,11.12,21.42,4.61,12.85,3.57
2217,14.0253685,56.0620749,1389132.2,6216272.7,1,1.02,11080,1074.89,32.48,607.92,24.43,217.92,14.63,88.67,9.33,44.86,6.64,145.35,11.95,119.24,10.82,127.91,11.21,17.25,4.11,16.43,4.02
2218,14.0253459,56.0620318,1389130.7,6216267.9,1,0.99,11085,1042.79,32.38,554.55,23.61,215.14,14.71,82.25,9.09,47.51,6.91,139.4,11.84,115.15,10.76,139.91,11.86,13.51,3.69,16.87,4.12
2219,14.0253258,56.0619884,1389129.3,6216263.1,1,0.98,11090,1013.6,32.21,502.21,22.67,226.66,15.23,85.38,9.35,53.42,7.39,146.65,12.25,114.2,10.81,145.03,12.18,14.34,3.83,15.98,4.04
2220,14.0253074,56.0619446,1389128,6216258.3,1,0.99,11095,1014.18,32.07,494.58,22.4,245.52,15.78,95.83,9.86,58.47,7.7,162.77,12.85,120.2,11.04,137.62,11.81,19.16,4.41,15.23,3.93
2221,14.0252863,56.0619013,1389126.6,6216253.5,1,1,11100,1019.12,31.85,511.23,22.56,245.92,15.65,96.15,9.78,56.5,7.5,161.61,12.68,119.33,10.9,127.89,11.28,20.66,4.53,15.01,3.87
2222,14.0252602,56.0618589,1389124.8,6216248.8,1,1.02,11105,1010.72,31.51,529.27,22.8,219.85,14.7,81.21,8.93,46.54,6.76,136.08,11.56,106.5,10.23,124.43,11.06,15.77,3.94,15.34,3.88
2223,14.0252311,56.061817,1389122.9,6216244.2,1,1.02,11110,993.3,31.21,530.28,22.81,195.79,13.86,71.51,8.38,37.75,6.09,118.28,10.77,95.58,9.68,130.42,11.31,10.46,3.2,15.71,3.93
2224,14.0252014,56.0617753,1389120.9,6216239.6,1,1.01,11115,974.05,31.07,508.65,22.45,194.92,13.9,80.19,8.91,37.28,6.08,129.5,11.33,96.24,9.77,144.32,11.96,9.52,3.07,15.64,3.94
2225,14.0251724,56.0617334,1389119,6216235,1,1,11120,961.31,31.01,496.28,22.28,203.69,14.28,89.22,9.45,42.63,6.53,144.69,12.03,98.99,9.95,152.02,12.33,11.19,3.35,14.9,3.86
2226,14.0251451,56.0616912,1389117.2,6216230.3,1,1,11125,962.4,31.02,516.4,22.72,207.57,14.41,84.25,9.18,49.42,7.03,142.28,11.93,96.4,9.82,144.49,12.02,13.21,3.63,13.76,3.71
2227,14.0251186,56.0616488,1389115.4,6216225.6,1,1,11130,980.92,31.31,544.55,23.33,208.86,14.45,79.77,8.93,52.99,7.28,137.8,11.74,98.34,9.91,135.26,11.63,15.78,3.97,13.89,3.73
2228,14.025092,56.0616065,1389113.6,6216221,1,0.99,11135,1014.75,32.01,553.77,23.65,212.42,14.65,89.94,9.53,50.44,7.14,147.75,12.21,113.46,10.7,137.64,11.79,19.1,4.39,16.41,4.07
2229,14.0250649,56.0615642,1389111.8,6216216.3,1,0.98,11140,1036.96,32.52,549.35,23.67,219.98,14.98,100.15,10.11,47.69,6.97,158.84,12.73,128.32,11.44,142.9,12.07,21.33,4.66,18.42,4.33
2230,14.0250368,56.0615221,1389110,6216211.7,1,0.99,11145,1019.81,32.17,545.44,23.53,231.28,15.32,90.48,9.58,51.96,7.26,151.86,12.41,125.62,11.29,137.75,11.82,20.39,4.55,16.4,4.08
2231,14.0250069,56.0614804,1389108,6216207.1,1,1,11150,993.26,31.55,546.87,23.41,237.63,15.43,71.2,8.45,58.37,7.65,135.03,11.63,113.16,10.65,128.2,11.33,17.6,4.2,11.95,3.46
2232,14.0249744,56.0614394,1389105.8,6216202.6,1,1,11155,1007.74,31.71,552.69,23.48,228.4,15.1,64.75,8.04,57.55,7.58,128.09,11.3,108.98,10.43,127.96,11.3,15.88,3.98,8.87,2.97
2233,14.0249411,56.0613986,1389103.7,6216198.1,1,1,11160,1045.05,32.32,552.73,23.51,212.14,14.56,69.57,8.34,53.36,7.3,132.78,11.52,112.21,10.59,135.12,11.62,17.06,4.13,7.96,2.82
2234,14.0249095,56.0613573,1389101.6,6216193.5,1,1,11165,1058.23,32.51,535.04,23.12,205.17,14.32,73.42,8.56,54.82,7.4,141.97,11.91,113.64,10.65,140.73,11.86,21.9,4.68,8.66,2.94
2235,14.0248798,56.0613155,1389099.6,6216188.9,1,1,11170,1047.75,32.34,512.66,22.62,208.7,14.43,74.9,8.65,58.87,7.66,149.11,12.2,113.34,10.64,141.88,11.9,26.14,5.11,11.12,3.33
2236,14.0248503,56.0612738,1389097.6,6216184.3,1,0.99,11175,1038.33,32.31,510.49,22.65,216.15,14.74,78.15,8.86,56.59,7.54,148.41,12.22,115.94,10.8,138.96,11.82,23.33,4.84,15.76,3.98
2237,14.0248202,56.0612322,1389095.6,6216179.7,1,0.98,11180,1039.45,32.52,528.26,23.18,224.15,15.1,82.21,9.15,49.33,7.08,141.89,12.02,118.48,10.98,133.79,11.67,15.17,3.93,20.13,4.53
2238,14.0247894,56.0611907,1389093.6,6216175.2,1,0.98,11185,1046.65,32.65,543.09,23.52,232.31,15.38,81.63,9.12,47.57,6.96,138.52,11.88,111.29,10.65,129.41,11.48,10.61,3.29,19.27,4.43
2239,14.0247587,56.0611492,1389091.6,6216170.6,1,0.99,11190,1052.55,32.55,543.35,23.39,237.97,15.48,75.58,8.72,54.5,7.41,141.58,11.94,95.97,9.83,127.83,11.35,12.94,3.61,13.26,3.65
2240,14.0247298,56.0611074,1389089.7,6216166,1,1,11195,1046.03,32.34,535.87,23.15,234.86,15.33,70.67,8.41,61.61,7.85,145.3,12.05,91.82,9.58,129.39,11.38,16.26,4.03,10.04,3.17
2241,14.0247039,56.0610648,1389087.9,6216161.3,1,0.99,11200,1024.6,32.15,529.05,23.1,221.81,14.96,71.95,8.52,62.5,7.94,145.79,12.13,108.25,10.45,134.03,11.63,16.2,4.04,14.48,3.82
2242,14.0246804,56.0610219,1389086.3,6216156.5,1,0.98,11205,1009.95,32.09,531.18,23.27,212.28,14.71,78.61,8.95,59.13,7.76,146.36,12.22,123.82,11.24,141.07,11.99,14.57,3.85,21.32,4.66
2243,14.0246582,56.0609787,1389084.8,6216151.8,1,0.98,11210,1023.98,32.27,547.68,23.6,219.77,14.95,88.47,9.48,54.77,7.46,150.65,12.38,116.04,10.86,149.39,12.33,13.9,3.76,24.29,4.97
2244,14.0246367,56.0609355,1389083.4,6216147,1,0.99,11215,1057.98,32.61,561.35,23.75,238.58,15.49,96.57,9.85,51.61,7.2,155.45,12.5,94.89,9.77,155.39,12.5,14.05,3.76,22.83,4.79
2245,14.0246153,56.0608923,1389081.9,6216142.2,1,1,11220,1089.23,32.96,545.66,23.33,254.2,15.92,96.85,9.83,51.28,7.15,154.54,12.42,85.12,9.21,154.56,12.42,13.71,3.7,19.05,4.36
2246,14.0245938,56.060849,1389080.4,6216137.4,1,1,11225,1106.02,33.22,510.37,22.57,258.41,16.06,89.17,9.43,53.82,7.33,147.98,12.15,94.56,9.71,149.63,12.22,12.92,3.59,15.29,3.91
2247,14.0245722,56.0608058,1389079,6216132.7,1,1,11230,1108.48,33.3,503.83,22.45,249.8,15.81,79.68,8.93,57.59,7.59,142.51,11.94,112.98,10.63,151.06,12.29,13.16,3.63,14.08,3.75
2248,14.0245504,56.0607625,1389077.5,6216127.9,1,1,11235,1098.99,33.16,549.5,23.45,231.05,15.21,73.55,8.58,60.64,7.79,142.26,11.93,130.4,11.42,163.37,12.79,15.18,3.9,16.2,4.03
2249,14.0245287,56.0607193,1389076,6216123.1,1,1,11240,1084.2,32.93,602.82,24.55,214.44,14.64,72.62,8.52,60.46,7.78,143.88,12,139.71,11.82,175.15,13.23,17.69,4.21,18.02,4.25
2250,14.0245073,56.060676,1389074.6,6216118.3,1,1,11245,1070.62,32.72,616.89,24.83,211.65,14.55,77.59,8.81,55.28,7.43,143.68,11.99,136.04,11.66,174.78,13.22,19.2,4.38,16.09,4.01
2251,14.0244868,56.0606326,1389073.2,6216113.5,1,1,11250,1059.77,32.55,597.01,24.43,221.25,14.87,85.45,9.24,48.58,6.97,143.4,11.97,125.54,11.2,165.16,12.85,19.08,4.37,12.39,3.52
2252,14.0244679,56.060589,1389071.9,6216108.7,1,1,11255,1051.19,32.42,568.45,23.84,236.68,15.38,91.81,9.58,45.75,6.76,146.82,12.12,118.51,10.89,154.73,12.44,17.07,4.13,11,3.32
2253,14.0244506,56.0605452,1389070.7,6216103.8,1,1,11260,1041.99,32.28,545.66,23.36,250.79,15.84,94.24,9.71,48.11,6.94,153.4,12.39,118.52,10.89,147.65,12.15,14.09,3.75,12.96,3.6
2254,14.0244346,56.0605012,1389069.5,6216099,1,1,11265,1025.7,32.03,527.05,22.96,255.45,15.98,93.3,9.66,50.89,7.13,156.25,12.5,119.21,10.92,141.74,11.91,12.89,3.59,14.94,3.86
2255,14.0244193,56.060457,1389068.5,6216094.1,1,1,11270,999.43,31.62,511.24,22.61,245.43,15.67,89.81,9.48,50.07,7.08,150.02,12.25,114.74,10.71,135.24,11.63,15.46,3.93,14,3.74
2256,14.0244053,56.0604128,1389067.5,6216089.2,1,1,11275,982.39,31.34,505.41,22.48,232.23,15.24,84.96,9.22,48.59,6.97,141,11.88,106.93,10.34,131.55,11.47,18.66,4.32,11.64,3.41
2257,14.0243933,56.0603684,1389066.6,6216084.3,1,1,11280,999.07,31.6,518.49,22.77,232.05,15.23,80,8.94,51.41,7.17,138.86,11.78,100.17,10.01,135.42,11.63,17.89,4.23,10.75,3.28
2258,14.0243829,56.0603239,1389065.8,6216079.3,1,1,11285,1038.32,32.21,540.37,23.24,243.65,15.6,75.97,8.71,56.66,7.53,142.64,11.94,96.77,9.83,143.82,11.99,14.04,3.75,12.01,3.46
2259,14.0243731,56.0602793,1389065.1,6216074.4,1,1,11290,1062.72,32.61,547,23.39,252.89,15.91,73.77,8.59,57.52,7.59,143.55,11.98,97.47,9.87,148.09,12.17,11.97,3.46,14.51,3.81
2260,14.0243631,56.0602348,1389064.3,6216069.4,1,1,11295,1051.32,32.46,526.9,22.98,250.34,15.84,73.8,8.6,51.2,7.16,137.35,11.73,101.53,10.09,143.74,12,14.09,3.76,17.09,4.14
2261,14.0243523,56.0601903,1389063.5,6216064.5,1,1,11300,1022.8,32,498.58,22.34,238.05,15.44,75.44,8.69,44.68,6.69,130.74,11.44,104.83,10.25,136.43,11.69,16.77,4.1,18.16,4.26
2262,14.02434,56.0601459,1389062.6,6216059.6,1,1.01,11305,1000.13,31.52,482.8,21.9,220.24,14.79,77.91,8.8,45.1,6.69,130.86,11.4,103.59,10.14,132.69,11.48,16.2,4.01,16.35,4.03
2263,14.0243267,56.0601017,1389061.7,6216054.7,1,1.02,11310,995.04,31.29,483.5,21.81,205.23,14.21,80.29,8.89,49.62,6.99,135.36,11.54,101.01,9.97,134.32,11.49,14.3,3.75,12.86,3.56
2264,14.0243134,56.0600574,1389060.7,6216049.8,1,1.02,11315,1013.42,31.52,496.08,22.06,203.35,14.12,81.63,8.95,50.38,7.03,137.11,11.6,103.75,10.09,140.68,11.75,15.8,3.94,10.17,3.16
2265,14.0243001,56.0600131,1389059.7,6216044.9,1,1.01,11320,1049.29,32.19,513.59,22.52,217.33,14.65,82.07,9,45.45,6.7,134.53,11.52,113.22,10.57,149.46,12.15,21.38,4.59,9.48,3.06
2266,14.024286,56.0599689,1389058.7,6216040,1,1,11325,1077.29,32.8,525.43,22.9,237.4,15.4,83.59,9.14,42.72,6.53,135.2,11.62,122.25,11.05,155.65,12.47,25.02,5,9.92,3.15
2267,14.0242702,56.0599249,1389057.6,6216035.1,1,0.99,11330,1075.55,32.94,522.98,22.97,253.25,15.98,87.59,9.4,49.04,7.03,145.3,12.11,124.13,11.19,155.23,12.51,21.57,4.66,10.49,3.25
2268,14.0242531,56.059881,1389056.4,6216030.2,1,0.98,11335,1054.1,32.74,511.69,22.81,258.35,16.21,91.01,9.62,59.64,7.79,157.71,12.66,120.01,11.05,151.81,12.42,14.85,3.89,10.97,3.34
2269,14.0242353,56.0598372,1389055.2,6216025.4,1,0.98,11340,1034.69,32.53,502.19,22.66,247.8,15.92,89.26,9.55,65.57,8.19,160.53,12.81,113.95,10.79,151.72,12.46,11.94,3.49,11.37,3.41
2270,14.0242177,56.0597934,1389054,6216020.5,1,0.98,11345,1031.32,32.51,501.15,22.66,224.98,15.19,82.07,9.17,63.87,8.09,151.39,12.46,109.38,10.59,155.2,12.61,15.06,3.93,11.76,3.47
2271,14.0242005,56.0597495,1389052.8,6216015.7,1,0.98,11350,1047.79,32.71,510.07,22.82,204.16,14.44,74.88,8.74,59.48,7.79,140.41,11.97,108.96,10.55,154.54,12.56,20.07,4.53,12.2,3.53
2272,14.0241841,56.0597056,1389051.6,6216010.8,1,0.99,11355,1083.06,33.07,528.65,23.1,197.81,14.13,72.46,8.55,56.94,7.58,136.57,11.74,114.18,10.74,144.49,12.08,23.12,4.83,12.77,3.59
2273,14.0241674,56.0596617,1389050.5,6216006,1,1,11360,1115.11,33.4,549.33,23.44,205.47,14.34,74.16,8.61,56.19,7.5,138.77,11.78,120.87,10.99,134.86,11.61,24.04,4.9,13.51,3.68
2274,14.0241492,56.059618,1389049.2,6216001.1,1,1,11365,1116.26,33.48,562.49,23.76,222.51,14.95,77.69,8.83,55.79,7.48,142.85,11.98,123.22,11.12,139.69,11.84,23.8,4.89,14.45,3.81
2275,14.0241293,56.0595745,1389047.9,6215996.3,1,0.98,11370,1086.07,33.25,565.45,23.99,240.2,15.64,82.2,9.15,56.18,7.56,147.88,12.27,120.64,11.08,158.29,12.69,22.74,4.81,15.47,3.97
2276,14.0241089,56.059531,1389046.5,6215991.5,1,0.98,11375,1054.93,32.82,563.38,23.98,245.17,15.82,88.47,9.5,59.93,7.82,156.65,12.65,118.38,10.99,173.2,13.3,20.53,4.58,16.3,4.08
2277,14.024089,56.0594875,1389045.1,6215986.7,1,1,11380,1048.07,32.37,560.92,23.68,230.27,15.17,96.34,9.81,67.54,8.22,169.62,13.02,120.66,10.98,170.55,13.06,17.22,4.15,16.9,4.11
2278,14.0240699,56.0594439,1389043.8,6215981.9,1,1.02,11385,1059.56,32.24,558.28,23.4,217.54,14.61,100.95,9.95,69.5,8.26,175.93,13.14,125.74,11.11,156.95,12.41,14.82,3.81,18.3,4.24
2279,14.0240514,56.0594002,1389042.5,6215977,1,1.01,11390,1077.87,32.65,556.25,23.46,229.23,15.06,97.9,9.84,57.34,7.53,165.65,12.8,130.81,11.38,145.53,12,15.97,3.97,21.02,4.56
2280,14.0240307,56.0593568,1389041.1,6215972.2,1,1,11395,1111.08,33.33,566.81,23.81,238.51,15.44,93.74,9.68,46.44,6.81,154.25,12.42,137.03,11.71,154.1,12.41,23.55,4.85,20.5,4.53
2281,14.0240059,56.0593142,1389039.4,6215967.5,1,1,11400,1145.88,33.8,584.38,24.14,231.17,15.18,91.79,9.57,50.34,7.08,152.64,12.33,138.99,11.77,179.81,13.39,31.34,5.59,16.08,4
2282,14.0239799,56.0592717,1389037.7,6215962.8,1,0.98,11405,1108.02,33.61,559.6,23.89,252.45,16.05,81.09,9.09,55.1,7.5,140.86,11.99,118.32,10.98,168.99,13.13,16.7,4.13,18.49,4.34
2283,14.0239578,56.0592286,1389036.2,6215958.1,1,1,11410,1050.84,32.41,554.4,23.54,220.6,14.85,87.7,9.36,55.16,7.43,149.03,12.21,110.97,10.53,137.8,11.74,15.52,3.94,12.83,3.58
2284,14.0239448,56.0591843,1389035.2,6215953.2,1,1,11415,1097.73,33.06,600.92,24.46,231.88,15.2,103.85,10.17,59.92,7.72,172.99,13.12,105.87,10.27,143.81,11.97,29.63,5.43,11.27,3.35
