SeqNr,Long,Lat,East,North,RealT,LiveT,Dist(m),ROI_A,ROI_A(sd),ROI_B,ROI_B(sd),ROI_C,ROI_C(sd),ROI_PL,ROI_PL(sd),ROI_PR,ROI_PR(sd),ROI_P,ROI_P(sd),ROI_BR,ROI_BR(sd),ROI_K,ROI_K(sd),ROI_U,ROI_U(sd),ROI_T,ROI_T(sd)
2285,14.0239148,56.0591425,1389033.3,6215948.6,1,1.02,11420,1135.37,33.36,562.52,23.48,235.65,15.2,83.46,9.05,50.06,7.01,138.14,11.64,109.07,10.34,134.94,11.5,15.5,3.9,13.31,3.61
2286,14.0238814,56.0591018,1389031.1,6215944.1,1,1,11425,1119.44,33.49,582.54,24.16,252.81,15.91,90.42,9.52,50.04,7.08,148.66,12.2,127.67,11.31,135.86,11.67,24.38,4.94,13.97,3.74
2287,14.0238516,56.0590601,1389029.1,6215939.5,1,0.98,11430,1100.56,33.46,588.13,24.46,207.27,14.52,89.55,9.54,49.66,7.11,148.06,12.27,124.29,11.25,128.86,11.45,21.64,4.69,13.66,3.73
2288,14.0238211,56.0590185,1389027.1,6215934.9,1,0.98,11435,1084.82,33.33,569.02,24.14,217.79,14.93,89.94,9.6,52.34,7.32,153.42,12.53,119.07,11.04,125.42,11.33,22,4.75,17.11,4.19
2289,14.0237899,56.0589771,1389025,6215930.4,1,0.98,11440,1077.58,33.15,550.66,23.7,264.36,16.42,91.75,9.67,56.23,7.57,161.2,12.82,117.1,10.93,129.95,11.51,26.62,5.21,19.27,4.43
2290,14.0237613,56.0589352,1389023.1,6215925.7,1,0.99,11445,1083.67,33.01,558.74,23.7,248.36,15.8,86.6,9.33,56.37,7.53,152.48,12.38,109.17,10.48,136.94,11.73,23.95,4.91,13.05,3.62
2291,14.0237353,56.0588928,1389021.3,6215921,1,1,11450,1082.73,32.92,581.28,24.12,219.46,14.82,84.45,9.2,57.94,7.62,147.59,12.16,101.51,10.08,140.14,11.85,18.88,4.35,8.82,2.97
2292,14.0237101,56.0588501,1389019.7,6215916.3,1,0.99,11455,1070.62,32.95,598.99,24.65,222.61,15.03,89.45,9.53,62.68,7.97,156.6,12.6,99.98,10.07,137.06,11.79,16.62,4.11,12.88,3.61
2293,14.0236822,56.058808,1389017.8,6215911.7,1,0.98,11460,1083,33.23,594.31,24.61,234.4,15.46,87.71,9.46,61.93,7.95,155.05,12.57,103.57,10.28,132.41,11.62,16.39,4.09,17.1,4.17
2294,14.0236504,56.0587668,1389015.7,6215907.2,1,0.99,11465,1120.23,33.58,575.31,24.06,237.03,15.44,78.28,8.88,54.39,7.4,139.47,11.85,109.51,10.5,131.13,11.49,16.85,4.12,17.15,4.15
2295,14.023617,56.0587259,1389013.5,6215902.7,1,1,11470,1119.48,33.41,589.89,24.25,234.42,15.29,83.73,9.14,52.41,7.23,145.79,12.06,113.53,10.64,136.79,11.68,16.99,4.12,17.44,4.17
2296,14.0235847,56.0586848,1389011.4,6215898.1,1,1,11475,1080.12,32.85,629.27,25.07,232.48,15.24,99.4,9.96,58.06,7.62,170.6,13.05,114.76,10.71,144.37,12.01,17.41,4.17,18.35,4.28
2297,14.0235557,56.058643,1389009.4,6215893.5,1,1,11480,1065.28,32.65,629.66,25.1,236.26,15.38,93.98,9.7,62.17,7.89,170.95,13.08,115.68,10.76,141.77,11.91,20.03,4.48,15.85,3.98
2298,14.0235292,56.0586006,1389007.7,6215888.9,1,1,11485,1081.81,32.9,595.43,24.41,241.73,15.55,71.71,8.47,61.24,7.83,147.4,12.14,116.74,10.81,133.46,11.55,23.3,4.83,12.22,3.5
2299,14.023503,56.0585581,1389005.9,6215884.2,1,1,11490,1098.63,33.14,575.36,23.98,239.43,15.47,59.86,7.74,55.84,7.47,129.27,11.37,116.86,10.81,134.33,11.59,23.59,4.86,13.63,3.69
2300,14.023476,56.0585159,1389004.1,6215879.5,1,1,11495,1098.62,33.14,580.69,24.1,230.28,15.17,66.02,8.12,49.85,7.06,128.29,11.33,113.71,10.66,145.09,12.04,20.81,4.56,19.42,4.41
2301,14.0234487,56.0584737,1389002.3,6215874.9,1,1,11500,1079.54,32.86,584.41,24.18,225.61,15.02,77.7,8.81,50.2,7.09,137.91,11.74,103.8,10.19,152.12,12.33,18.49,4.3,22.11,4.7
2302,14.0234215,56.0584315,1389000.5,6215870.2,1,1,11505,1051.13,32.42,573.2,23.94,229.81,15.16,85.78,9.26,57.26,7.57,149.75,12.24,90.74,9.53,150.41,12.26,18.36,4.29,18.83,4.34
2303,14.0233951,56.0583891,1388998.7,6215865.5,1,1,11510,1040.71,32.26,557.64,23.61,235.77,15.35,87.85,9.37,60.92,7.8,153.69,12.4,89.18,9.44,149.29,12.22,19.12,4.37,14.42,3.8
2304,14.0233698,56.0583464,1388997,6215860.8,1,1,11515,1062.53,32.59,546.16,23.37,237.63,15.41,84.06,9.17,55.53,7.45,145.65,12.07,104.26,10.21,153.36,12.38,19.55,4.42,12.61,3.55
2305,14.0233457,56.0583036,1388995.4,6215856.1,1,1,11520,1094.97,33.09,536.79,23.17,234.96,15.33,79.47,8.91,48.67,6.98,136.69,11.69,115.35,10.74,152.64,12.35,19.18,4.38,12.83,3.58
2306,14.023323,56.0582605,1388993.9,6215851.3,1,1,11525,1113.2,33.37,527.34,22.97,228.34,15.12,79.04,8.89,48.48,6.96,138.05,11.75,103.04,10.15,138.08,11.75,17.84,4.22,13.99,3.74
2307,14.0233015,56.0582172,1388992.4,6215846.5,1,1,11530,1107.91,33.3,525.07,22.92,219.48,14.82,81.69,9.04,52.99,7.28,145.9,12.08,84.02,9.17,122.84,11.09,16.37,4.05,15.83,3.98
2308,14.0232811,56.0581738,1388991,6215841.7,1,1,11535,1077.51,32.8,540.48,23.23,210.52,14.5,83.89,9.15,56.06,7.48,150.3,12.25,88.92,9.42,128.47,11.33,16.02,4,18.36,4.28
2309,14.0232617,56.0581302,1388989.7,6215836.9,1,1,11540,1042.66,32.25,565.07,23.74,202.41,14.21,85,9.21,55.09,7.41,148.41,12.17,113.9,10.66,150.79,12.26,16.68,4.08,19.89,4.45
2310,14.0232429,56.0580866,1388988.4,6215832.1,1,1,11545,1044.48,32.38,572.7,23.98,195.26,14,87.17,9.35,51.08,7.16,144.41,12.04,122.58,11.09,161.37,12.73,17.05,4.14,17.28,4.16
2311,14.0232236,56.058043,1388987,6215827.3,1,0.98,11550,1087.17,33.25,563.96,23.95,199.19,14.23,91.85,9.66,48.87,7.05,146.31,12.2,109.92,10.57,156.46,12.61,17.67,4.24,13.8,3.75
2312,14.0232019,56.0579998,1388985.6,6215822.5,1,0.98,11555,1127.68,34,571.75,24.21,231.5,15.4,99.11,10.08,56.33,7.6,164,12.96,108.33,10.54,160.33,12.82,20.88,4.63,18.69,4.38
2313,14.0231806,56.0579565,1388984.1,6215817.7,1,0.98,11560,1118.43,33.75,610.49,24.93,252.67,16.04,104.46,10.31,64.88,8.13,180.68,13.56,117.49,10.94,156.68,12.63,22.21,4.76,19.27,4.43
2314,14.0231625,56.0579127,1388982.9,6215812.9,1,1,11565,1092.49,33.08,655.34,25.62,237.79,15.43,103.03,10.16,64.9,8.06,177.57,13.34,122.43,11.07,135.98,11.67,19.68,4.44,7.56,2.75
2315,14.0231423,56.0578693,1388981.5,6215808.1,1,1,11570,1207.4,34.76,629.22,25.09,261.19,16.17,97.46,9.87,68.1,8.25,172.52,13.14,125.35,11.2,154.12,12.42,24.46,4.95,14.2,3.77
2316,14.0231148,56.057827,1388979.6,6215803.4,1,1,11575,1095.16,33.02,580.23,24.03,225.24,14.97,99.37,9.95,71.04,8.41,179.39,13.36,129.41,11.35,149.99,12.22,20.8,4.55,15.71,3.95
2317,14.0230697,56.05779,1388976.7,6215799.4,1,0.98,11580,1231.66,35.44,603.55,24.81,244.92,15.81,91.72,9.67,55.35,7.51,156.49,12.63,115.12,10.84,158.34,12.71,20.42,4.56,21.4,4.67
2318,14.023014,56.0577575,1388973.2,6215795.8,1,1,11585,1101.69,33.15,628.56,25.04,229.23,15.12,92.48,9.6,68.76,8.28,167.05,12.91,131.73,11.46,158.03,12.55,18.87,4.34,15.57,3.94
2319,14.022939,56.0577464,1388968.5,6215794.7,1,1,11590,1088.99,33.02,610.81,24.73,269.62,16.43,104.51,10.23,59.24,7.7,171.69,13.11,122.39,11.07,152.5,12.36,23.6,4.86,21.38,4.63
2320,14.0228609,56.0577606,1388963.6,6215796.4,1,1,11595,1076.35,32.78,561.16,23.67,219.88,14.82,90.47,9.5,44.55,6.67,144.1,11.99,125.08,11.17,140.08,11.83,16.45,4.05,14.38,3.79
2321,14.0227848,56.0577737,1388958.9,6215798,1,1,11600,965.99,31.12,475.58,21.83,197.67,14.08,81.38,9.03,44.22,6.66,133.15,11.55,102.22,10.12,157.18,12.55,13.82,3.72,13.47,3.67
2322,14.0227072,56.0577852,1388954.1,6215799.4,1,0.98,11605,914.94,30.53,525.06,23.13,210.17,14.63,59.16,7.76,52.48,7.31,117.02,10.92,95.71,9.87,135.32,11.74,14.19,3.8,8.78,2.99
2323,14.0226307,56.0577991,1388949.4,6215801.1,1,0.98,11610,926.4,30.68,526.21,23.12,200.75,14.28,63.13,8.01,48.78,7.04,116.99,10.9,98.6,10.01,120.86,11.08,14.24,3.8,8.38,2.92
2324,14.022556,56.0578154,1388944.8,6215803,1,1,11615,948.5,30.75,481.39,21.91,178.35,13.33,75.63,8.68,40.14,6.33,123.35,11.09,102.42,10.1,119.98,10.94,14.01,3.74,11.46,3.38
2325,14.0224822,56.057833,1388940.3,6215805.1,1,1.02,11620,943.25,30.41,464.54,21.34,173.17,13.03,69.41,8.25,39.31,6.21,120.31,10.86,103.12,10.06,119.49,10.82,14.4,3.76,13.45,3.63
2326,14.0224097,56.0578521,1388935.8,6215807.3,1,1.02,11625,943.14,30.48,461.82,21.33,186.27,13.55,67.08,8.13,40.13,6.29,119.53,10.85,101.07,9.98,121.99,10.96,14.78,3.82,13.55,3.65
2327,14.0223381,56.0578724,1388931.4,6215809.7,1,0.99,11630,960.56,31.14,456.72,21.47,207.26,14.46,79.92,8.98,39.18,6.29,127.66,11.35,97.05,9.9,128.48,11.39,15.14,3.91,12.24,3.51
2328,14.022266,56.0578922,1388927,6215812,1,0.98,11635,957.59,31.24,450.71,21.44,214.72,14.8,88.13,9.48,42.21,6.56,136.23,11.78,91.42,9.65,133.31,11.66,16.96,4.16,11.03,3.35
2329,14.0221929,56.0579108,1388922.5,6215814.2,1,1,11640,918.97,30.3,446.19,21.11,200.04,14.14,80.96,8.99,50.58,7.11,138.75,11.77,85.94,9.27,133.12,11.53,19.92,4.46,10.94,3.31
2330,14.0221194,56.0579288,1388917.9,6215816.3,1,1.02,11645,884.75,29.45,444.13,20.87,182.65,13.38,71.7,8.38,54.94,7.34,135.46,11.52,85.19,9.14,130.47,11.31,19.71,4.4,11.73,3.39
2331,14.022046,56.0579471,1388913.4,6215818.5,1,1.01,11650,889.95,29.68,445.58,21,179.59,13.33,72.33,8.46,48.02,6.89,127.79,11.25,92,9.54,128.37,11.27,13.51,3.66,12.88,3.57
2332,14.0219728,56.0579653,1388908.9,6215820.6,1,0.99,11655,918.58,30.52,452.51,21.42,182.75,13.61,76.38,8.8,37.12,6.13,118.82,10.97,99.81,10.06,128.73,11.42,6.97,2.66,13.41,3.69
2333,14.0218992,56.0579832,1388904.4,6215822.8,1,0.97,11660,942.15,31.14,466.23,21.91,178.68,13.56,73.43,8.69,32.52,5.79,111.8,10.73,100.36,10.16,132.74,11.69,7.22,2.73,12.34,3.56
2334,14.0218253,56.0580007,1388899.8,6215824.8,1,0.97,11665,946.53,31.21,478.09,22.18,170.21,13.23,64.55,8.15,34.19,5.93,106.95,10.49,94.08,9.84,137.29,11.88,12.49,3.58,10.3,3.26
2335,14.0217511,56.0580178,1388895.2,6215826.8,1,0.99,11670,926.47,30.66,473.53,21.92,169.82,13.13,57.67,7.65,35.9,6.04,102.71,10.21,86.62,9.38,136.7,11.78,15.71,3.99,8.89,3
2336,14.0216769,56.0580349,1388890.7,6215828.9,1,1.01,11675,889.54,29.75,450.74,21.18,180.38,13.4,56.64,7.51,34.74,5.88,98.8,9.91,82.08,9.04,129.15,11.34,13.79,3.7,8.73,2.95
2337,14.0216028,56.058052,1388886.1,6215830.9,1,1.02,11680,863.81,29.11,428.52,20.51,188.98,13.62,58.5,7.58,33.36,5.72,97.02,9.76,81.91,8.97,119.1,10.81,10.23,3.17,8.85,2.95
2338,14.0215286,56.0580694,1388881.5,6215832.9,1,1.02,11685,872.57,29.28,423.84,20.41,184.04,13.45,60.28,7.7,34.31,5.81,99.04,9.87,86.63,9.23,111.16,10.45,8.56,2.9,8.33,2.86
2339,14.0214538,56.0580858,1388876.9,6215834.9,1,1.01,11690,896.85,29.85,429.94,20.67,171.48,13.05,62.71,7.89,36.36,6.01,104.57,10.19,92.37,9.58,107.45,10.33,8.67,2.93,7.44,2.72
2340,14.0213776,56.0580996,1388872.2,6215836.5,1,1,11695,901.36,30.04,430.88,20.77,164.09,12.82,67.92,8.25,36.83,6.07,112.5,10.61,93.59,9.68,109.08,10.45,9.06,3.01,6.93,2.63
2341,14.0212997,56.0581102,1388867.4,6215837.9,1,1,11700,875.75,29.6,422.47,20.56,168.55,12.99,75.4,8.68,35.55,5.96,121.28,11.01,88.44,9.41,115.35,10.74,8.96,2.99,7.27,2.7
2342,14.0212208,56.0581188,1388862.5,6215838.9,1,1,11705,852.89,29.19,420.93,20.51,180.98,13.45,79.98,8.94,36.7,6.06,128.6,11.34,81.49,9.02,122.48,11.06,8.92,2.99,8.52,2.92
2343,14.0211416,56.0581264,1388857.6,6215839.9,1,0.99,11710,864.89,29.49,441.66,21.08,196.27,14.05,76.94,8.8,44.03,6.65,132.27,11.53,77.53,8.83,126.69,11.29,9.51,3.09,10.58,3.26
2344,14.0210623,56.0581333,1388852.7,6215840.8,1,0.98,11715,897.26,30.2,473.81,21.94,207.74,14.53,69.75,8.42,53.22,7.35,132.02,11.58,77.53,8.88,127.18,11.37,10.53,3.27,12.58,3.58
2345,14.0209827,56.0581388,1388847.7,6215841.5,1,0.98,11720,910.56,30.48,492.5,22.41,207.9,14.56,66.27,8.22,55.66,7.54,128.63,11.46,80.39,9.06,124.8,11.28,11.35,3.4,13.24,3.67
2346,14.0209028,56.0581427,1388842.8,6215842.1,1,0.99,11725,886.52,29.96,484.63,22.15,194.82,14.05,69.69,8.4,48.06,6.98,123.19,11.17,84.71,9.26,121.05,11.07,11.67,3.44,12.31,3.53
2347,14.0208226,56.0581452,1388837.8,6215842.5,1,1,11730,852.63,29.23,462.52,21.53,178.52,13.38,73.13,8.56,38.63,6.22,117.41,10.85,88.39,9.41,118.9,10.92,11.89,3.45,11.78,3.44
2348,14.0207424,56.0581465,1388832.8,6215842.8,1,1,11735,839.29,28.93,440.98,20.97,169.6,13.01,69.53,8.33,36.07,6,113.05,10.62,89.51,9.45,120.92,10.98,12.44,3.52,13.55,3.68
2349,14.0206621,56.0581467,1388827.8,6215842.9,1,1,11740,848.94,29.11,427.24,20.65,169.54,13.01,61.97,7.87,39.6,6.29,111.4,10.55,88.44,9.4,124.61,11.15,13.28,3.64,16.29,4.03
2350,14.0205818,56.0581461,1388822.8,6215843,1,1,11745,868.52,29.47,424.32,20.6,174.82,13.22,59.21,7.7,43.26,6.58,113.5,10.65,86.83,9.32,124.62,11.16,14.09,3.75,16.84,4.1
2351,14.0205015,56.0581444,1388817.8,6215842.9,1,1,11750,885.98,29.77,431.53,20.77,182.04,13.49,65.65,8.1,43.16,6.57,118.98,10.91,85.66,9.26,118.14,10.87,14.57,3.82,13.53,3.68
2352,14.0204216,56.0581406,1388812.8,6215842.7,1,1,11755,892.35,29.87,437.94,20.92,188.23,13.72,73.56,8.57,41.45,6.44,123.57,11.11,84.16,9.17,109.4,10.46,14.4,3.79,8.82,2.97
2353,14.0203423,56.0581339,1388807.8,6215842,1,1,11760,879.88,29.68,431.61,20.79,190.64,13.82,73.56,8.58,41.2,6.42,122.54,11.08,81.32,9.02,103.68,10.19,13.31,3.65,5.82,2.41
2354,14.0202639,56.0581242,1388802.9,6215841.1,1,1,11765,854.52,29.28,416.53,20.44,188.74,13.76,65.12,8.08,42.76,6.55,115.92,10.78,78.23,8.86,102.92,10.16,11.76,3.44,5.91,2.43
2355,14.0201861,56.0581128,1388798,6215839.9,1,1,11770,835.26,28.9,411.79,20.29,184.15,13.57,56.18,7.5,43.99,6.63,108.19,10.4,77.94,8.83,105.88,10.29,11,3.32,8.88,2.98
2356,14.0201088,56.0581006,1388793.2,6215838.7,1,1.01,11775,836.61,28.77,430.26,20.64,178.83,13.3,53.19,7.26,43.31,6.55,103.39,10.12,82.58,9.04,111.04,10.48,11.83,3.42,13.93,3.71
2357,14.0200319,56.0580877,1388788.4,6215837.4,1,1.02,11780,851.36,28.89,455.07,21.12,175.75,13.13,54.88,7.34,42.13,6.43,102.81,10.04,89.8,9.38,116.29,10.68,13.24,3.6,18.09,4.21
2358,14.0199556,56.0580739,1388783.6,6215836,1,1.02,11785,866.57,29.2,461.67,21.31,178.13,13.24,57.92,7.55,42.68,6.48,106.98,10.26,96.07,9.72,119.36,10.84,13.71,3.67,17.84,4.19
2359,14.0198799,56.058059,1388778.8,6215834.4,1,1,11790,876.82,29.62,445.12,21.1,185.6,13.63,60.41,7.77,45.7,6.76,115.01,10.73,99.17,9.96,119.48,10.93,12.78,3.58,12.69,3.56
2360,14.0198051,56.0580427,1388774.1,6215832.7,1,0.98,11795,887.56,30.05,428.67,20.89,192.69,14,62.61,7.98,49.8,7.12,124.06,11.24,98.79,10.03,117.92,10.95,11.5,3.42,6.53,2.58
2361,14.0197316,56.0580248,1388769.5,6215830.9,1,0.98,11800,904.38,30.37,435.08,21.07,194.14,14.07,64.9,8.14,53.46,7.39,131.26,11.57,94.97,9.84,116.18,10.89,10.91,3.34,3.26,1.82
2362,14.019659,56.0580057,1388764.9,6215828.9,1,0.99,11805,925.88,30.58,459.6,21.55,190.72,13.88,67.68,8.27,55.24,7.47,135.57,11.7,90.12,9.54,115.8,10.81,10.73,3.29,3.83,1.97
2363,14.0195865,56.0579865,1388760.3,6215826.8,1,1,11810,946.53,30.76,481.15,21.93,186.76,13.66,71.34,8.44,53.72,7.33,137.01,11.7,88.02,9.38,118.36,10.88,9.88,3.14,7.38,2.72
2364,14.0195138,56.0579676,1388755.7,6215824.8,1,1,11815,963.35,30.98,486.63,22.02,185.88,13.61,75.7,8.69,48.8,6.97,136.03,11.64,90.75,9.51,124.4,11.13,8.01,2.83,12.71,3.56
2365,14.019441,56.0579486,1388751.2,6215822.9,1,1,11820,981.6,31.31,488.72,22.09,189.14,13.74,78.74,8.87,44.43,6.66,134.42,11.59,94.82,9.73,131.16,11.44,7.14,2.67,17.5,4.18
2366,14.0193688,56.0579288,1388746.6,6215820.8,1,1,11825,1007.8,31.76,504.48,22.47,197.08,14.04,78.23,8.85,45.2,6.73,134.15,11.59,95.85,9.79,135.32,11.64,9.63,3.1,19.28,4.39
2367,14.019298,56.0579076,1388742.1,6215818.5,1,1,11830,1037.91,32.23,531.92,23.07,208.16,14.43,75.03,8.67,50.59,7.12,135.37,11.64,93.9,9.69,135.69,11.65,15.02,3.88,17.8,4.22
2368,14.0192296,56.0578841,1388737.8,6215816,1,1,11835,1055.49,32.49,546.72,23.38,218.46,14.78,73.66,8.58,54.11,7.36,136.09,11.67,94.22,9.71,133.57,11.56,19.56,4.42,15.37,3.92
2369,14.0191648,56.0578576,1388733.7,6215813.2,1,1,11840,1046.72,32.35,528.71,22.99,224.37,14.98,77.84,8.82,50.33,7.09,134.72,11.61,101.17,10.06,130.44,11.42,19.92,4.46,14.14,3.76
2370,14.0191037,56.0578284,1388729.8,6215810,1,1,11845,1021.38,31.96,496.09,22.27,225.28,15.01,84.05,9.17,43.95,6.63,133.45,11.55,110.42,10.51,128.09,11.32,17.23,4.15,14.02,3.74
2371,14.0190458,56.0577972,1388726.1,6215806.6,1,1,11850,999.46,31.61,483.71,21.99,221.94,14.9,85.63,9.25,44,6.63,136.1,11.67,113.87,10.67,128.38,11.33,14.57,3.82,13.93,3.73
2372,14.0189909,56.0577644,1388722.6,6215803.1,1,1,11855,991.59,31.49,506.43,22.51,215.61,14.68,80.1,8.95,53.32,7.3,143.03,11.96,108.12,10.4,131.84,11.48,13.86,3.72,13.23,3.64
2373,14.0189391,56.0577301,1388719.3,6215799.3,1,1,11860,988.53,31.44,536.77,23.17,208.66,14.45,73.84,8.59,61.53,7.84,147.31,12.14,99.71,9.99,136.08,11.67,14.64,3.83,12.25,3.5
2374,14.0188906,56.0576943,1388716.1,6215795.4,1,1,11865,979.68,31.3,544.95,23.34,203.35,14.26,73.5,8.57,58.13,7.62,142.25,11.93,95.72,9.78,138.44,11.77,16.08,4.01,11.43,3.38
2375,14.0188458,56.057657,1388713.2,6215791.3,1,1,11870,965.32,31.07,529.97,23.02,199.57,14.13,77.92,8.83,46.76,6.84,131.67,11.47,96.44,9.82,137.08,11.71,17.15,4.14,11,3.32
2376,14.0188051,56.0576182,1388710.6,6215787.1,1,1,11875,951.6,30.85,506.43,22.51,195.94,14,81.68,9.04,38.72,6.22,125.1,11.19,98.53,9.93,130.64,11.43,16.64,4.08,11.08,3.33
2377,14.0187687,56.0575782,1388708.2,6215782.7,1,1,11880,942.99,30.72,486.52,22.07,193.15,13.9,81.85,9.05,40.21,6.34,127.48,11.3,99.88,10,121.03,11.01,14.56,3.82,11.55,3.4
2378,14.0187363,56.0575371,1388706.1,6215778.2,1,1,11885,940.86,30.68,477.83,21.87,195.61,13.99,79.9,8.94,48.09,6.94,135.38,11.64,100.72,10.04,115.96,10.77,12.98,3.6,11.97,3.46
2379,14.0187074,56.0574952,1388704.2,6215773.6,1,1,11890,945.84,30.73,486.53,22.04,207.47,14.39,77.78,8.81,58.28,7.63,144.55,12.01,101.44,10.06,122.94,11.08,14.01,3.74,11.83,3.44
2380,14.018682,56.0574525,1388702.4,6215768.9,1,1,11895,952.75,30.81,505.53,22.44,223.81,14.93,76.96,8.76,66.5,8.14,151.87,12.3,101.64,10.06,137.63,11.71,16.94,4.11,11.12,3.33
2381,14.0186602,56.0574093,1388701,6215764.1,1,1,11900,952.05,30.84,517.8,22.74,232.95,15.26,78.59,8.86,68.4,8.27,155.01,12.44,100.31,10.01,146.89,12.11,18.95,4.35,10.12,3.18
2382,14.018642,56.0573656,1388699.7,6215759.2,1,0.99,11905,937,30.76,509.64,22.69,225.76,15.1,83.19,9.17,61.06,7.85,152.37,12.4,96.79,9.89,140.41,11.91,17.8,4.24,9.15,3.04
2383,14.0186268,56.0573214,1388698.6,6215754.4,1,0.98,11910,917.41,30.6,487.73,22.31,208.85,14.6,87.83,9.47,49.86,7.13,146.34,12.22,92.42,9.71,125.66,11.32,14.61,3.86,8.42,2.93
2384,14.0186137,56.0572771,1388697.7,6215749.4,1,0.98,11915,908.99,30.42,466.03,21.78,194.37,14.07,88.31,9.48,43.11,6.62,140.75,11.97,89.27,9.53,116.34,10.88,11.7,3.45,8.15,2.88
2385,14.0186017,56.0572327,1388696.8,6215744.5,1,1,11920,918.51,30.3,453.95,21.3,189.59,13.77,82.77,9.1,44.65,6.68,137.28,11.71,88.56,9.41,119.33,10.92,10.57,3.25,8.35,2.89
2386,14.0185904,56.0571883,1388696,6215739.6,1,1.02,11925,934.81,30.31,451.83,21.07,191.94,13.73,73.97,8.53,49.31,6.96,133.27,11.44,89.81,9.39,127.58,11.2,10.98,3.28,8.7,2.92
2387,14.0185793,56.0571439,1388695.2,6215734.7,1,1.02,11930,944.78,30.49,458.8,21.25,197.62,13.95,65.21,8.01,50.95,7.08,125.67,11.12,92.34,9.53,132.56,11.42,12.48,3.5,8.82,2.95
2388,14.0185679,56.0570994,1388694.3,6215729.7,1,0.99,11935,944.07,30.83,470.79,21.77,203.38,14.31,58.83,7.69,47.64,6.92,114.98,10.76,95.26,9.79,131.88,11.52,14.26,3.79,8.64,2.95
2389,14.0185565,56.057055,1388693.5,6215724.8,1,0.97,11940,939.27,31.15,479.71,22.26,206.57,14.61,55.94,7.6,42.72,6.64,106.24,10.48,97.45,10.03,130.84,11.62,15.06,3.94,8.39,2.94
2390,14.0185449,56.0570105,1388692.6,6215719.9,1,0.96,11945,937.46,31.26,477.4,22.31,204.69,14.61,57.54,7.75,39.8,6.44,104.62,10.44,97.79,10.1,135.04,11.87,13.63,3.77,8.36,2.95
2391,14.0185334,56.0569661,1388691.8,6215714.9,1,0.97,11950,939.35,31.11,462.91,21.84,198.26,14.29,63.2,8.07,39.66,6.39,110.59,10.67,96.97,9.99,144.2,12.19,10.24,3.25,8.59,2.97
2392,14.0185222,56.0569216,1388691,6215710,1,0.99,11955,938.02,30.77,443.83,21.17,191.42,13.9,70.73,8.45,39.82,6.34,119.1,10.97,97.74,9.93,151.07,12.35,6.98,2.65,8.89,3
2393,14.0185114,56.0568771,1388690.2,6215705.1,1,1,11960,926.39,30.37,428.13,20.64,188.4,13.69,77.89,8.8,37.64,6.12,124.81,11.15,102.88,10.12,148.17,12.14,5.95,2.43,9.04,3
2394,14.0185008,56.0568326,1388689.4,6215700.1,1,1.01,11965,906.29,29.99,420.05,20.41,189.73,13.72,82.53,9.05,33.13,5.73,125.28,11.15,111.17,10.5,135.75,11.61,7.52,2.73,9.11,3.01
2395,14.0184901,56.0567881,1388688.6,6215695.2,1,1,11970,890.27,29.78,419.33,20.44,191.45,13.81,82.67,9.07,29.45,5.42,121.54,11,116.6,10.78,123.28,11.08,9.95,3.15,9.49,3.07
2396,14.0184784,56.0567437,1388687.7,6215690.3,1,1,11975,891.1,29.9,425.36,20.66,189.48,13.79,76.46,8.76,29.86,5.47,114.83,10.73,113.05,10.65,120.52,11,11.4,3.38,10.58,3.26
2397,14.0184655,56.0566994,1388686.8,6215685.4,1,0.99,11980,908.98,30.31,434.52,20.96,183.64,13.62,65.44,8.13,35.02,5.95,107.56,10.43,100.76,10.09,128.69,11.4,11.19,3.36,12.25,3.52
2398,14.018451,56.0566552,1388685.8,6215680.5,1,0.98,11985,929.13,30.74,439.63,21.15,178.42,13.47,55.26,7.5,42.5,6.58,103.46,10.26,87.53,9.44,138.82,11.88,10.01,3.19,13.78,3.74
2399,14.0184346,56.0566112,1388684.6,6215675.6,1,0.98,11990,936.15,30.93,433.52,21.05,178.46,13.51,51.69,7.27,49.73,7.13,106.27,10.42,81.48,9.13,141.55,12.03,8.64,2.97,14.39,3.83
2400,14.0184164,56.0565675,1388683.4,6215670.8,1,0.98,11995,925.77,30.79,417.65,20.68,184.48,13.74,56.29,7.59,55.22,7.52,116.12,10.9,85.13,9.34,134.93,11.75,7.7,2.81,13.81,3.76
2401,14.0183967,56.056524,1388682,6215665.9,1,0.98,12000,907.65,30.47,404.3,20.34,192.21,14.02,65.29,8.17,58.86,7.76,128.58,11.47,93.95,9.8,126.33,11.37,7.6,2.79,12.39,3.56
2402,14.0183758,56.0564807,1388680.6,6215661.2,1,0.98,12005,892.24,30.15,406.24,20.34,197.11,14.17,74.62,8.72,60.63,7.86,138.98,11.9,103.05,10.24,123.6,11.22,8.74,2.98,10.5,3.27
2403,14.0183542,56.0564374,1388679.1,6215656.4,1,0.99,12010,883.82,29.9,425.49,20.75,197.03,14.12,81.09,9.06,60.61,7.83,144.25,12.08,109.22,10.51,129.06,11.43,10.92,3.32,8.52,2.94
2404,14.0183321,56.0563943,1388677.6,6215651.6,1,1,12015,877.85,29.7,448.75,21.23,193.25,13.93,82.82,9.12,59.03,7.7,143.61,12.01,111.76,10.6,137.09,11.73,13.08,3.62,6.83,2.62
