,SeqNr,Long,Lat,East,North,RealT,LiveT,Dist(m),ROI_A,ROI_A(sd),ROI_B,ROI_B(sd),ROI_C,ROI_C(sd),ROI_PL,ROI_PL(sd),ROI_PR,ROI_PR(sd),ROI_P,ROI_P(sd),ROI_BR,ROI_BR(sd),ROI_K,ROI_K(sd),ROI_U,ROI_U(sd),ROI_T,ROI_T(sd)
14545,14546,13.8707993,56.1068882,1379645.4,6221520.4,1.0,1.02,72725,1014.5,31.57,569.26,23.65,233.82,15.16,86.03,9.19,74.08,8.53,167.54,12.83,94.37,9.63,109.33,10.36,18.66,4.28,16.02,3.97
14546,14547,13.8708583,56.1068577,1379649.0,6221516.9,1.0,1.01,72730,1010.42,31.66,555.94,23.48,231.56,15.16,84.65,9.16,72.69,8.49,163.73,12.74,97.45,9.83,113.0,10.59,18.72,4.31,17.61,4.18
14547,14548,13.8709173,56.1068272,1379652.6,6221513.4,1.0,1.0,72735,1003.25,31.73,542.85,23.34,229.1,15.16,82.79,9.11,71.49,8.47,160.47,12.69,102.22,10.13,117.98,10.88,18.67,4.33,19.28,4.4
14548,14549,13.8709761,56.1067966,1379656.1,6221509.9,1.0,0.99,72740,995.85,31.77,531.65,23.21,226.93,15.17,80.73,9.05,70.21,8.44,157.69,12.64,106.54,10.39,122.41,11.14,18.55,4.34,20.44,4.55
14549,14550,13.8710349,56.106766,1379659.7,6221506.4,1.0,0.98,72745,991.06,31.8,524.02,23.12,225.59,15.17,78.77,8.96,68.58,8.36,155.34,12.59,108.23,10.51,124.49,11.27,18.39,4.33,20.5,4.57
14550,14551,13.8710938,56.1067354,1379663.3,6221502.9,1.0,0.98,72750,991.1,31.8,521.24,23.06,225.51,15.17,77.16,8.87,66.43,8.23,153.34,12.51,105.64,10.38,122.82,11.19,18.21,4.31,19.02,4.4
14551,14552,13.8711526,56.1067049,1379666.8,6221499.4,1.0,0.98,72755,994.64,31.78,522.49,23.04,226.82,15.18,75.92,8.78,64.1,8.07,151.75,12.41,100.0,10.08,118.64,10.98,17.98,4.27,16.44,4.09
14552,14553,13.8712117,56.1066745,1379670.4,6221495.9,1.0,0.99,72760,999.12,31.75,526.22,23.04,229.49,15.21,74.98,8.7,62.13,7.92,150.63,12.33,93.5,9.71,114.05,10.73,17.68,4.22,13.49,3.69
14553,14554,13.871271,56.1066442,1379674.0,6221492.4,1.0,1.0,72765,1001.97,31.69,530.85,23.07,233.51,15.3,74.28,8.63,61.04,7.82,150.06,12.26,88.36,9.41,111.16,10.55,17.26,4.16,10.91,3.31
14554,14555,13.8713306,56.1066141,1379677.6,6221489.0,1.0,1.0,72770,1000.74,31.61,534.87,23.11,238.84,15.44,73.76,8.58,61.35,7.83,150.1,12.24,86.71,9.31,111.97,10.57,16.69,4.08,9.42,3.07
14555,14556,13.8713905,56.1065842,1379681.3,6221485.5,1.0,1.0,72775,994.98,31.52,537.53,23.16,244.79,15.63,73.56,8.57,62.95,7.93,150.77,12.27,88.94,9.42,116.4,10.78,16.0,4.0,9.17,3.03
14556,14557,13.8714504,56.1065543,1379684.9,6221482.1,1.0,1.0,72780,986.25,31.4,538.88,23.21,250.02,15.81,74.01,8.6,65.09,8.07,152.03,12.33,93.72,9.68,122.24,11.05,15.25,3.9,9.8,3.13
14557,14558,13.8715102,56.1065243,1379688.5,6221478.6,1.0,1.0,72785,976.19,31.25,538.98,23.22,253.16,15.92,75.45,8.69,67.03,8.19,153.84,12.41,99.65,9.99,127.19,11.28,14.55,3.82,10.9,3.3
14558,14559,13.8715697,56.1064941,1379692.1,6221475.2,1.0,1.0,72790,966.43,31.09,537.9,23.19,252.85,15.9,78.22,8.84,68.02,8.25,156.16,12.5,105.32,10.26,128.98,11.36,13.97,3.74,12.07,3.47
14559,14560,13.8716286,56.1064636,1379695.7,6221471.7,1.0,1.0,72795,958.45,30.9,535.72,23.1,248.27,15.73,82.37,9.06,67.55,8.2,158.85,12.58,109.61,10.45,126.17,11.21,13.59,3.68,13.02,3.6
14560,14561,13.8716871,56.1064328,1379699.2,6221468.2,1.0,1.01,72800,953.15,30.74,532.59,22.98,240.37,15.44,86.98,9.29,65.99,8.09,161.43,12.65,112.3,10.55,120.22,10.92,13.47,3.65,13.79,3.7
14561,14562,13.8717453,56.1064019,1379702.8,6221464.6,1.0,1.01,72805,951.3,30.62,528.68,22.83,230.5,15.07,90.93,9.47,63.87,7.94,163.34,12.69,113.36,10.57,113.16,10.56,13.67,3.67,14.49,3.78
14562,14563,13.8718033,56.1063708,1379706.3,6221461.1,1.0,1.02,72810,953.69,30.6,524.13,22.68,219.99,14.69,93.1,9.56,61.73,7.78,164.04,12.69,112.75,10.52,107.04,10.25,14.24,3.74,15.24,3.87
14563,14564,13.8718612,56.1063397,1379709.8,6221457.5,1.0,1.02,72815,961.02,30.69,519.14,22.56,210.16,14.35,92.4,9.52,60.07,7.67,162.98,12.64,110.46,10.4,103.83,10.09,15.24,3.86,16.15,3.98
14564,14565,13.8719191,56.1063086,1379713.3,6221453.9,1.0,1.02,72820,972.6,30.9,514.42,22.47,202.0,14.08,89.02,9.35,58.99,7.61,160.22,12.54,106.96,10.25,103.99,10.1,16.51,4.03,17.17,4.1
14565,14566,13.871977,56.1062775,1379716.8,6221450.4,1.0,1.01,72825,986.18,31.18,511.31,22.45,196.13,13.9,84.46,9.12,58.09,7.57,156.41,12.42,103.21,10.09,106.36,10.24,17.66,4.17,18.11,4.23
14566,14567,13.872035,56.1062465,1379720.3,6221446.8,1.0,1.01,72830,999.45,31.48,511.14,22.51,193.17,13.84,80.28,8.92,56.98,7.52,152.22,12.29,100.23,9.97,109.69,10.43,18.32,4.26,18.79,4.32
14567,14568,13.8720933,56.1062156,1379723.8,6221443.3,1.0,1.0,72835,1010.13,31.77,515.27,22.69,193.72,13.91,78.06,8.83,55.23,7.43,148.36,12.18,98.99,9.95,112.75,10.61,18.09,4.25,19.01,4.36
14568,14569,13.8721518,56.1061848,1379727.4,6221439.7,1.0,0.99,72840,1016.31,32.0,524.38,22.99,198.06,14.13,79.0,8.92,52.58,7.28,145.39,12.1,100.23,10.05,114.54,10.74,16.72,4.1,18.62,4.33
14569,14570,13.8722104,56.1061541,1379730.9,6221436.2,1.0,0.98,72845,1018.42,32.16,535.68,23.32,204.75,14.42,82.44,9.15,49.33,7.08,143.32,12.06,103.2,10.24,115.46,10.83,14.6,3.85,17.72,4.24
14570,14571,13.8722689,56.1061233,1379734.5,6221432.7,1.0,0.98,72850,1017.67,32.24,545.17,23.59,211.71,14.7,87.06,9.43,46.03,6.86,141.97,12.04,106.68,10.44,116.4,10.9,12.38,3.56,16.5,4.11
14571,14572,13.8723272,56.1060924,1379738.0,6221429.1,1.0,0.98,72855,1015.26,32.22,548.84,23.69,216.9,14.89,91.56,9.68,43.21,6.65,141.16,12.01,109.4,10.58,118.21,10.99,10.71,3.31,15.17,3.94
14572,14573,13.872385,56.1060612,1379741.5,6221425.6,1.0,0.98,72860,1012.38,32.11,542.74,23.51,218.28,14.91,94.61,9.82,41.41,6.49,140.7,11.97,110.16,10.59,121.76,11.14,10.2,3.22,13.91,3.76
14573,14574,13.8724423,56.1060298,1379745.0,6221422.0,1.0,0.99,72865,1009.24,31.91,526.4,23.04,215.31,14.74,95.5,9.81,40.85,6.42,140.36,11.9,108.52,10.46,127.11,11.32,11.06,3.34,12.89,3.61
14574,14575,13.8724994,56.1059982,1379748.4,6221418.4,1.0,1.0,72870,1004.43,31.64,505.05,22.44,209.92,14.47,94.42,9.7,41.24,6.41,139.8,11.81,105.41,10.25,133.0,11.51,12.75,3.56,12.22,3.49
14575,14576,13.8725566,56.1059667,1379751.9,6221414.8,1.0,1.01,72875,996.4,31.35,484.46,21.86,204.27,14.2,91.69,9.51,42.24,6.46,138.67,11.7,101.86,10.02,138.08,11.67,14.67,3.8,12.01,3.44
14576,14577,13.8726141,56.1059354,1379755.4,6221411.2,1.0,1.02,72880,983.58,31.06,470.38,21.48,200.5,14.02,87.6,9.27,43.52,6.53,136.65,11.58,98.92,9.85,140.97,11.76,16.23,3.99,12.36,3.48
14577,14578,13.8726723,56.1059044,1379758.9,6221407.6,1.0,1.02,72885,964.59,30.78,468.29,21.45,200.68,14.04,82.44,9.0,44.75,6.63,133.4,11.45,97.57,9.79,140.37,11.74,16.86,4.07,13.38,3.62
14578,14579,13.8727311,56.1058738,1379762.4,6221404.1,1.0,1.01,72890,941.02,30.54,478.25,21.77,204.82,14.25,76.79,8.72,45.71,6.73,129.16,11.31,97.86,9.85,136.48,11.63,16.49,4.04,14.96,3.85
14579,14580,13.8727903,56.1058435,1379766.0,6221400.6,1.0,1.0,72895,917.27,30.33,495.31,22.29,211.05,14.55,71.38,8.46,46.31,6.81,124.63,11.18,98.95,9.96,130.84,11.45,15.51,3.94,16.83,4.11
14580,14581,13.8728499,56.1058133,1379769.6,6221397.2,1.0,0.99,72900,897.83,30.17,514.33,22.84,217.46,14.85,67.01,8.24,46.44,6.86,120.53,11.06,99.98,10.07,125.06,11.26,14.32,3.81,18.69,4.35
14581,14582,13.8729096,56.1057832,1379773.3,6221393.7,1.0,0.98,72905,887.2,30.09,530.18,23.26,222.1,15.05,64.44,8.11,46.01,6.85,117.59,10.95,100.09,10.11,120.75,11.1,13.35,3.69,20.26,4.55
14582,14583,13.8729693,56.1057531,1379776.9,6221390.3,1.0,0.98,72910,888.85,30.08,538.54,23.41,223.4,15.08,64.27,8.09,44.98,6.77,116.41,10.88,98.64,10.02,119.18,11.01,12.96,3.63,21.27,4.65
14583,14584,13.8730288,56.1057229,1379780.5,6221386.8,1.0,0.99,72915,900.4,30.14,539.82,23.33,221.68,14.95,66.11,8.17,43.6,6.63,116.92,10.86,96.32,9.86,119.74,10.99,13.23,3.65,21.67,4.68
14584,14585,13.8730879,56.1056925,1379784.1,6221383.3,1.0,1.0,72920,917.36,30.24,536.09,23.12,218.0,14.74,69.21,8.31,42.27,6.49,118.79,10.88,94.3,9.69,121.12,10.99,14.2,3.76,21.47,4.63
14585,14586,13.8731466,56.1056619,1379787.6,6221379.8,1.0,1.01,72925,935.25,30.37,529.45,22.85,213.4,14.51,72.8,8.47,41.35,6.39,121.7,10.95,93.74,9.61,122.03,10.97,15.85,3.95,20.66,4.51
14586,14587,13.8732047,56.1056309,1379791.1,6221376.2,1.0,1.02,72930,949.59,30.5,521.97,22.61,208.9,14.31,76.14,8.64,41.24,6.36,125.32,11.08,95.81,9.69,121.18,10.9,18.21,4.22,19.26,4.34
14587,14588,13.8732622,56.1055996,1379794.6,6221372.7,1.0,1.02,72935,957.69,30.63,515.33,22.47,205.23,14.18,78.72,8.78,42.13,6.42,129.34,11.25,100.82,9.94,118.06,10.75,21.08,4.54,17.38,4.13
14588,14589,13.8733194,56.105568,1379798.1,6221369.0,1.0,1.02,72940,960.66,30.74,510.27,22.4,202.36,14.11,80.52,8.9,43.81,6.56,133.42,11.46,107.25,10.27,113.87,10.58,23.86,4.84,15.35,3.89
14589,14590,13.8733765,56.1055365,1379801.5,6221365.4,1.0,1.01,72945,960.1,30.83,507.44,22.42,200.2,14.08,81.61,8.99,46.03,6.75,137.25,11.66,113.34,10.59,110.01,10.44,25.89,5.06,13.53,3.66
14590,14591,13.8734339,56.105505,1379805.0,6221361.8,1.0,1.0,72950,957.64,30.9,507.46,22.49,198.65,14.07,82.03,9.04,48.54,6.96,140.52,11.84,117.33,10.82,107.89,10.37,26.52,5.14,12.3,3.5
14591,14592,13.8734918,56.1054739,1379808.5,6221358.3,1.0,1.0,72955,954.85,30.93,510.95,22.62,197.61,14.07,81.86,9.06,51.09,7.15,142.9,11.96,117.53,10.85,108.88,10.44,25.11,5.02,12.01,3.47
14592,14593,13.8735504,56.1054432,1379812.1,6221354.7,1.0,1.0,72960,952.59,30.92,517.34,22.79,197.05,14.06,81.28,9.03,53.43,7.32,144.36,12.04,113.81,10.69,113.0,10.65,21.74,4.67,12.62,3.56
14593,14594,13.8736095,56.1054128,1379815.6,6221351.3,1.0,1.0,72965,950.8,30.89,524.67,22.94,197.0,14.06,80.66,9.0,55.35,7.45,145.15,12.07,107.97,10.41,118.63,10.91,17.37,4.17,13.67,3.7
14594,14595,13.8736691,56.1053827,1379819.3,6221347.8,1.0,1.0,72970,949.38,30.84,530.89,23.06,197.52,14.07,80.37,8.97,56.63,7.53,145.57,12.08,101.92,10.11,124.08,11.15,12.96,3.6,14.65,3.83
14595,14596,13.873729,56.1053527,1379822.9,6221344.4,1.0,1.0,72975,948.23,30.8,533.95,23.11,198.66,14.1,80.78,8.99,57.05,7.55,145.91,12.08,97.55,9.88,127.64,11.3,9.53,3.09,15.04,3.88
14596,14597,13.8737891,56.1053229,1379826.5,6221340.9,1.0,1.0,72980,947.29,30.77,532.14,23.06,200.41,14.15,82.19,9.06,56.43,7.51,146.41,12.1,96.53,9.82,127.86,11.3,7.94,2.82,14.45,3.8
14597,14598,13.8738492,56.105293,1379830.2,6221337.5,1.0,1.0,72985,946.87,30.75,526.29,22.93,202.38,14.22,84.4,9.18,54.91,7.41,147.03,12.12,98.59,9.92,125.25,11.18,8.07,2.84,13.18,3.63
14598,14599,13.8739091,56.1052631,1379833.8,6221334.1,1.0,1.0,72990,947.41,30.76,518.41,22.76,204.0,14.28,86.92,9.32,52.78,7.26,147.62,12.14,102.52,10.12,121.25,11.01,9.36,3.06,11.92,3.45
14599,14600,13.8739686,56.1052329,1379837.4,6221330.6,1.0,1.0,72995,949.39,30.8,510.56,22.59,204.71,14.3,89.3,9.45,50.34,7.09,148.0,12.16,107.12,10.35,117.33,10.83,11.23,3.35,11.33,3.36
14600,14601,13.8740275,56.1052024,1379841.0,6221327.1,1.0,1.0,73000,953.27,30.88,504.77,22.47,203.91,14.28,91.07,9.54,47.87,6.92,147.99,12.17,111.19,10.54,114.93,10.72,13.09,3.62,12.09,3.48
14601,14602,13.8740856,56.1051714,1379844.5,6221323.6,1.0,1.0,73005,959.2,30.98,502.44,22.42,201.35,14.19,91.87,9.59,45.63,6.76,147.44,12.15,113.85,10.67,115.05,10.73,14.53,3.81,14.56,3.82
14602,14603,13.8741431,56.1051401,1379848.0,6221320.0,1.0,1.0,73010,966.32,31.1,502.7,22.43,197.79,14.07,91.7,9.58,43.73,6.62,146.25,12.1,115.32,10.74,117.15,10.83,15.59,3.95,18.02,4.25
14603,14604,13.8742004,56.1051087,1379851.5,6221316.4,1.0,1.0,73015,973.52,31.22,504.24,22.47,194.24,13.94,90.66,9.53,42.26,6.5,144.34,12.02,116.06,10.78,120.36,10.98,16.46,4.06,21.54,4.64
14604,14605,13.8742576,56.1050772,1379854.9,6221312.8,1.0,1.0,73020,979.71,31.31,505.72,22.49,191.67,13.85,88.82,9.43,41.31,6.43,141.61,11.9,116.54,10.8,123.81,11.13,17.3,4.16,24.17,4.92
14605,14606,13.8743151,56.1050458,1379858.4,6221309.2,1.0,1.0,73025,983.8,31.36,505.83,22.49,191.09,13.82,86.28,9.29,40.98,6.4,137.97,11.74,117.22,10.83,126.62,11.25,18.27,4.27,24.99,5
14606,14607,13.8743729,56.1050147,1379861.9,6221305.6,1.0,1.0,73030,985.3,31.37,504.06,22.43,192.93,13.88,83.18,9.11,41.26,6.42,133.57,11.55,118.18,10.86,128.2,11.31,19.4,4.4,23.61,4.86
14607,14608,13.8744311,56.1049837,1379865.4,6221302.1,1.0,1.0,73035,984.88,31.34,501.47,22.37,196.58,14.0,79.75,8.92,42.04,6.48,128.98,11.34,118.89,10.89,128.48,11.32,20.35,4.51,20.75,4.55
14608,14609,13.8744895,56.1049528,1379869.0,6221298.5,1.0,1.0,73040,983.35,31.32,499.26,22.32,201.33,14.17,76.25,8.72,43.19,6.56,124.8,11.16,118.69,10.88,127.43,11.27,20.78,4.55,17.23,4.15
14609,14610,13.874548,56.104922,1379872.5,6221295.0,1.0,1.0,73045,981.51,31.31,498.67,22.32,206.45,14.36,72.95,8.54,44.55,6.67,121.67,11.02,116.95,10.81,125.02,11.18,20.36,4.51,13.87,3.72
14610,14611,13.8746066,56.1048913,1379876.1,6221291.5,1.0,1.0,73050,980.06,31.35,500.74,22.41,211.23,14.56,70.07,8.38,46.01,6.79,120.12,10.98,113.14,10.65,121.29,11.03,18.78,4.34,11.46,3.39
14611,14612,13.8746652,56.1048606,1379879.6,6221287.9,1.0,0.99,73055,978.77,31.42,504.87,22.56,215.0,14.72,67.78,8.27,47.46,6.92,120.1,11.0,107.8,10.43,116.77,10.85,16.33,4.06,10.12,3.19
14612,14613,13.8747236,56.1048298,1379883.1,6221284.4,1.0,0.99,73060,976.81,31.47,509.41,22.73,217.11,14.84,66.17,8.19,48.84,7.04,121.15,11.08,102.14,10.18,112.32,10.67,13.65,3.72,9.63,3.13
14613,14614,13.8747819,56.1047989,1379886.7,6221280.9,1.0,0.98,73065,973.37,31.49,512.71,22.85,216.92,14.87,65.33,8.16,50.08,7.14,122.83,11.19,97.39,9.96,108.8,10.53,11.37,3.4,9.76,3.15
14614,14615,13.8748398,56.1047678,1379890.2,6221277.3,1.0,0.98,73070,967.61,31.42,513.13,22.88,213.79,14.77,65.36,8.17,51.12,7.22,124.68,11.28,94.75,9.83,107.06,10.45,10.14,3.22,10.27,3.24
14615,14616,13.8748975,56.1047366,1379893.7,6221273.7,1.0,0.98,73075,959.46,31.26,509.79,22.79,207.57,14.54,66.27,8.22,51.86,7.27,126.31,11.34,94.97,9.84,107.55,10.47,10.34,3.25,10.96,3.34
14616,14617,13.8749552,56.1047054,1379897.2,6221270.2,1.0,0.99,73080,950.96,31.05,504.14,22.61,199.55,14.23,67.85,8.3,52.09,7.27,127.46,11.37,97.39,9.94,109.48,10.54,11.68,3.44,11.78,3.46
14617,14618,13.8750131,56.1046743,1379900.7,6221266.6,1.0,0.99,73085,944.54,30.86,498.01,22.41,191.3,13.89,69.85,8.39,51.58,7.21,127.95,11.36,101.09,10.1,111.84,10.62,13.7,3.72,12.66,3.57
14618,14619,13.8750714,56.1046435,1379904.2,6221263.1,1.0,1.0,73090,942.62,30.74,493.25,22.24,184.38,13.6,72.0,8.5,50.11,7.09,127.56,11.31,105.18,10.27,113.64,10.67,15.96,4.0,13.57,3.69
14619,14620,13.8751306,56.1046131,1379907.8,6221259.6,1.0,1.0,73095,947.5,30.75,491.62,22.15,180.28,13.41,74.05,8.6,47.47,6.88,126.11,11.22,108.76,10.42,113.91,10.66,18.04,4.24,14.46,3.8
14620,14621,13.8751905,56.1045831,1379911.4,6221256.1,1.0,1.01,73100,958.55,30.88,493.09,22.15,179.34,13.36,75.97,8.69,44.01,6.62,124.07,11.11,111.42,10.53,112.82,10.59,19.72,4.43,15.28,3.9
14621,14622,13.8752507,56.1045534,1379915.1,6221252.7,1.0,1.01,73105,972.37,31.09,495.97,22.21,180.74,13.41,77.86,8.8,40.54,6.35,122.52,11.04,113.15,10.61,111.53,10.53,20.95,4.56,16.0,3.99
14622,14623,13.8753109,56.1045236,1379918.7,6221249.3,1.0,1.0,73110,985.49,31.33,498.5,22.28,183.66,13.53,79.89,8.92,37.92,6.15,122.56,11.05,114.0,10.66,111.26,10.53,21.72,4.65,16.6,4.07
14623,14624,13.8753707,56.1044936,1379922.3,6221245.9,1.0,1.0,73115,994.41,31.54,498.93,22.34,187.25,13.69,82.17,9.07,37.01,6.08,125.3,11.2,113.97,10.68,113.23,10.64,22.0,4.69,17.02,4.13
14624,14625,13.8754299,56.1044632,1379925.9,6221242.4,1.0,0.99,73120,996.77,31.69,496.05,22.35,190.83,13.86,84.71,9.24,38.29,6.21,131.21,11.5,113.11,10.67,118.09,10.91,21.83,4.69,17.27,4.17
14625,14626,13.8754884,56.1044325,1379929.5,6221238.9,1.0,0.99,73125,993.91,31.76,490.49,22.31,194.2,14.04,87.09,9.4,41.1,6.46,138.84,11.87,111.46,10.63,124.62,11.25,21.37,4.66,17.37,4.2
14626,14627,13.8755466,56.1044015,1379933.0,6221235.3,1.0,0.98,73130,987.92,31.75,483.28,22.21,197.25,14.19,88.76,9.52,44.55,6.74,146.29,12.22,109.05,10.55,131.22,11.57,20.85,4.61,17.38,4.21
14627,14628,13.8756044,56.1043704,1379936.5,6221231.7,1.0,0.98,73135,980.89,31.66,475.41,22.04,199.87,14.29,89.2,9.55,47.74,6.98,151.69,12.45,105.94,10.41,136.28,11.8,20.47,4.57,17.36,4.21
14628,14629,13.8756621,56.1043391,1379940.0,6221228.2,1.0,0.98,73140,974.85,31.49,467.88,21.82,201.97,14.33,87.92,9.46,49.79,7.12,153.24,12.48,102.18,10.19,138.26,11.86,20.46,4.56,17.35,4.2
14629,14630,13.8757199,56.1043079,1379943.5,6221224.6,1.0,0.99,73145,970.69,31.26,461.57,21.56,203.43,14.31,85.09,9.26,50.49,7.13,150.87,12.32,98.07,9.94,136.9,11.74,20.79,4.57,17.31,4.17
14630,14631,13.8757778,56.1042768,1379947.0,6221221.0,1.0,1.01,73150,968.04,31.03,457.24,21.33,204.17,14.25,81.63,9.01,50.28,7.07,146.37,12.07,94.17,9.68,133.29,11.51,21.25,4.6,17.12,4.13
14631,14632,13.8758362,56.1042459,1379950.5,6221217.5,1.0,1.02,73155,966.52,30.85,455.64,21.18,204.08,14.18,78.47,8.79,49.64,6.99,141.58,11.81,91.05,9.47,128.56,11.25,21.59,4.61,16.66,4.05
14632,14633,13.8758951,56.1042154,1379954.1,6221214.0,1.0,1.02,73160,965.73,30.77,457.51,21.18,203.07,14.11,76.54,8.66,49.05,6.93,138.37,11.65,89.29,9.36,123.87,11.02,21.59,4.6,15.78,3.93
